Provinsi,Kab Kota,Kecamatan,Desa,Tanggal,Waktu,Satelit,Confidence,Latitude,Longitude,TN,TX,TAVG,RR,FF_AVG
Sulawesi Selatan,LUWU UTARA,Seko,Tanamakaleang,23-09-2024,13:05 WIB,NASA-MODIS,Medium,-2,33305,25.2,34.8,29.3,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Sukamaju,Lampuawa,27-10-2024,12:55 WIB,NASA-MODIS,Medium,-2,55413,24.4,34.9,29.2,8888.0,1.0
Sulawesi Selatan,LUWU UTARA,Sukamaju,Tamboke,27-10-2024,12:55 WIB,NASA-MODIS,Medium,-2,55107,24.4,34.9,29.2,8888.0,1.0
Sulawesi Selatan,LUWU UTARA,Baebunta,Sassa,12-09-2024,12:55 WIB,NASA-NOAA20,Medium,-2,57466,22.0,32.8,27.2,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Baebunta,Sassa,24-09-2024,12:31 WIB,NASA-NOAA20,Medium,-2,52529,24.9,33.4,28.4,1.3,1.0
Sulawesi Selatan,LUWU UTARA,Baebunta Selatan,Lembang-lembang,19-09-2024,12:25 WIB,NASA-NOAA20,Medium,-2,73458,24.2,33.6,28.0,2.4,1.0
Sulawesi Selatan,LUWU UTARA,Baebunta Selatan,Mukti Jaya,05-11-2024,12:44 WIB,NASA-NOAA20,Medium,-2,72964,24.6,34.4,28.6,4.4,1.0
Sulawesi Selatan,LUWU UTARA,Bone Bone,Pongko,16-09-2024,11:42 WIB,NASA-NOAA20,Medium,-2,73186,23.0,32.8,26.9,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Limbong,Minanga,13-09-2024,12:38 WIB,NASA-NOAA20,Medium,-2,54431,22.2,32.0,27.3,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Malangke,Benteng,19-09-2024,12:25 WIB,NASA-NOAA20,Medium,-2,76792,24.2,33.6,28.0,2.4,1.0
Sulawesi Selatan,LUWU UTARA,Malangke,Tolada,21-10-2024,12:25 WIB,NASA-NOAA20,Medium,-2,7227,23.6,33.2,28.0,4.0,1.0
Sulawesi Selatan,LUWU UTARA,Malangke Barat,Cening,11-09-2024,13:16 WIB,NASA-NOAA20,Medium,-2,76083,22.8,32.0,26.9,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Malangke Barat,Waetuo,19-09-2024,12:25 WIB,NASA-NOAA20,Medium,-2,82083,24.2,33.6,28.0,2.4,1.0
Sulawesi Selatan,LUWU UTARA,Malangke Barat,Wara,06-11-2024,12:27 WIB,NASA-NOAA20,Medium,-2,78531,24.5,33.6,28.4,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Malangke Barat,Wara,13-09-2024,12:38 WIB,NASA-NOAA20,Medium,-2,78058,22.2,32.0,27.3,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Mappedeceng,Harapan,28-09-2024,12:55 WIB,NASA-NOAA20,Medium,-2,52633,24.6,33.9,28.0,2.6,1.0
Sulawesi Selatan,LUWU UTARA,Masamba,Kamiri,13-09-2024,12:38 WIB,NASA-NOAA20,Medium,-2,52402,22.2,32.0,27.3,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Masamba,Kamiri,19-09-2024,12:25 WIB,NASA-NOAA20,Medium,-2,52477,24.2,33.6,28.0,2.4,1.0
Sulawesi Selatan,LUWU UTARA,Masamba,Lantang Tallang,24-09-2024,12:31 WIB,NASA-NOAA20,Medium,-2,46054,24.9,33.4,28.4,1.3,1.0
Sulawesi Selatan,LUWU UTARA,Masamba,Lantang Tallang,24-10-2024,13:10 WIB,NASA-NOAA20,Medium,-2,45172,24.0,34.4,28.8,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Masamba,Lantang Tallang,25-10-2024,12:50 WIB,NASA-NOAA20,Medium,-2,46893,25.0,34.0,28.9,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Masamba,Pincara,22-10-2024,12:06 WIB,NASA-NOAA20,Medium,-2,46587,24.5,33.4,28.3,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Masamba,Pincara,23-10-2024,11:46 WIB,NASA-NOAA20,Medium,-2,46563,24.2,34.0,28.8,0.8,1.0
Sulawesi Selatan,LUWU UTARA,Masamba,Sepakat,01-11-2024,12:21 WIB,NASA-NOAA20,Medium,-2,45697,25.2,32.8,28.5,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Masamba,Sepakat,13-09-2024,12:38 WIB,NASA-NOAA20,Medium,-2,48092,22.2,32.0,27.3,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Rampi,Dodolo,25-10-2024,12:50 WIB,NASA-NOAA20,Medium,-2,967,25.0,34.0,28.9,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Rampi,Leboni,15-08-2024,11:42 WIB,NASA-NOAA20,Medium,-2,15998,23.8,31.6,27.0,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Rampi,Leboni,19-09-2024,12:25 WIB,NASA-NOAA20,Medium,-2,21997,24.2,33.6,28.0,2.4,1.0
Sulawesi Selatan,LUWU UTARA,Rampi,Rampi,11-10-2024,12:14 WIB,NASA-NOAA20,Medium,-2,12238,24.6,33.8,28.1,5.3,1.0
Sulawesi Selatan,LUWU UTARA,Rampi,Rampi,24-09-2024,12:31 WIB,NASA-NOAA20,Medium,-2,10721,24.9,33.4,28.4,1.3,1.0
Sulawesi Selatan,LUWU UTARA,Rampi,Sulaku,18-08-2024,12:25 WIB,NASA-NOAA20,Medium,-2,14783,24.4,29.2,27.0,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Rampi,Sulaku,28-10-2024,11:53 WIB,NASA-NOAA20,Medium,-2,13403,24.0,34.6,29.1,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Rampi,Tedeboe,11-10-2024,12:14 WIB,NASA-NOAA20,Medium,-2,12474,24.6,33.8,28.1,5.3,1.0
Sulawesi Selatan,LUWU UTARA,Rampi,Tedeboe,16-09-2024,11:42 WIB,NASA-NOAA20,Medium,-2,11625,23.0,32.8,26.9,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Rampi,Tedeboe,28-10-2024,11:53 WIB,NASA-NOAA20,Medium,-2,11489,24.0,34.6,29.1,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Sabbang,Malimbu,25-10-2024,12:50 WIB,NASA-NOAA20,Medium,-2,49305,25.0,34.0,28.9,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Sabbang Selatan,Bone Subur,19-09-2024,12:25 WIB,NASA-NOAA20,Medium,-2,75241,24.2,33.6,28.0,2.4,1.0
Sulawesi Selatan,LUWU UTARA,Sabbang Selatan,Buangin,06-10-2024,12:06 WIB,NASA-NOAA20,Medium,-2,70662,24.0,33.8,28.2,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Seko,Beroppa,23-09-2024,12:50 WIB,NASA-NOAA20,Medium,-2,36175,25.2,34.8,29.3,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Seko,Beroppa,26-10-2024,12:31 WIB,NASA-NOAA20,Medium,-2,36697,24.0,33.6,28.6,8888.0,1.0
Sulawesi Selatan,LUWU UTARA,Seko,Embonatana,05-10-2024,12:25 WIB,NASA-NOAA20,Medium,-2,3498,24.3,34.0,28.8,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Seko,Embonatana,28-10-2024,11:53 WIB,NASA-NOAA20,Medium,-2,37753,24.0,34.6,29.1,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Seko,Hoyane,07-10-2024,11:49 WIB,NASA-NOAA20,Medium,-2,30878,24.1,33.3,28.3,0.0,2.0
Sulawesi Selatan,LUWU UTARA,Seko,Hoyane,30-09-2024,12:21 WIB,NASA-NOAA20,Medium,-2,31948,24.7,33.8,28.6,28.2,0.0
Sulawesi Selatan,LUWU UTARA,Seko,Lodang,05-11-2024,12:44 WIB,NASA-NOAA20,Medium,-2,35192,24.6,34.4,28.6,4.4,1.0
Sulawesi Selatan,LUWU UTARA,Seko,Lodang,06-11-2024,12:27 WIB,NASA-NOAA20,Medium,-2,3483,24.5,33.6,28.4,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Seko,Malimongan,13-09-2024,12:38 WIB,NASA-NOAA20,Medium,-2,41721,22.2,32.0,27.3,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Seko,Padang Balua,06-10-2024,12:06 WIB,NASA-NOAA20,Medium,-2,29089,24.0,33.8,28.2,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Seko,Padang Balua,27-10-2024,12:14 WIB,NASA-NOAA20,Medium,-2,23918,24.4,34.9,29.2,8888.0,1.0
Sulawesi Selatan,LUWU UTARA,Seko,Padang Raya,01-09-2024,13:03 WIB,NASA-NOAA20,Medium,-2,29912,24.0,32.4,27.4,8888.0,1.0
Sulawesi Selatan,LUWU UTARA,Seko,Padang Raya,12-12-2024,12:50 WIB,NASA-NOAA20,Medium,-2,3245,25.0,33.6,26.9,3.0,1.0
Sulawesi Selatan,LUWU UTARA,Seko,Padang Raya,19-09-2024,12:25 WIB,NASA-NOAA20,Medium,-2,32413,24.2,33.6,28.0,2.4,1.0
Sulawesi Selatan,LUWU UTARA,Seko,Taloto,27-09-2024,11:34 WIB,NASA-NOAA20,Medium,-2,21935,24.7,33.8,28.4,1.2,1.0
Sulawesi Selatan,LUWU UTARA,Seko,Tanamakaleang,05-10-2024,12:25 WIB,NASA-NOAA20,Medium,-2,35292,24.3,34.0,28.8,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Seko,Tanamakaleang,12-10-2024,11:53 WIB,NASA-NOAA20,Medium,-2,32416,24.8,34.2,29.2,24.8,1.0
Sulawesi Selatan,LUWU UTARA,Seko,Tanamakaleang,26-09-2024,11:55 WIB,NASA-NOAA20,Medium,-2,35371,25.4,34.4,29.0,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Seko,Tanamakaleang,29-10-2024,13:16 WIB,NASA-NOAA20,Medium,-2,30186,24.0,34.8,29.6,8888.0,1.0
Sulawesi Selatan,LUWU UTARA,Sukamaju,Lampuawa,16-11-2024,12:37 WIB,NASA-NOAA20,Medium,-2,53689,24.0,33.6,28.8,1.6,1.0
Sulawesi Selatan,LUWU UTARA,Tana Lili,Munte,21-10-2024,12:25 WIB,NASA-NOAA20,Medium,-2,67589,23.6,33.2,28.0,4.0,1.0
Sulawesi Selatan,LUWU UTARA,Tana Lili,Patila,30-10-2024,00:17 WIB,NASA-NOAA20,Medium,-2,59646,24.6,35.2,29.4,0.0,1.0
Sulawesi Selatan,MAROS,Malllawa,Samaenre,18-10-2024,13:25 WIB,NASA-MODIS,Medium,-4,818,23.3,34.3,26.7,8888.0,2.0
Sulawesi Selatan,MAROS,Simbang,Samangki,12-09-2024,09:04 WIB,NASA-MODIS,Medium,-5,7775,20.8,35.3,26.9,0.0,2.0
Sulawesi Selatan,MAROS,Tanralili,Kurusumange,06-10-2024,13:35 WIB,NASA-MODIS,Medium,-5,10241,22.5,36.1,28.6,0.0,2.0
Sulawesi Selatan,MAROS,Tompobulu,Bonto Manai,06-09-2024,13:08 WIB,NASA-MODIS,Medium,-5,8605,23.3,34.7,28.7,0.0,2.0
Sulawesi Selatan,MAROS,Bantimurung,Baruga,01-10-2024,01:02 WIB,NASA-NOAA20,Medium,-4,94759,23.4,36.1,28.8,0.0,2.0
Sulawesi Selatan,MAROS,Bantimurung,Baruga,03-08-2024,01:11 WIB,NASA-NOAA20,Medium,-4,94802,21.6,34.0,27.2,0.0,2.0
Sulawesi Selatan,MAROS,Bantimurung,Baruga,05-09-2024,00:49 WIB,NASA-NOAA20,Medium,-4,94581,23.3,35.4,28.7,0.0,2.0
Sulawesi Selatan,MAROS,Bantimurung,Baruga,06-10-2024,01:09 WIB,NASA-NOAA20,Medium,-4,94661,22.5,36.1,28.6,0.0,2.0
Sulawesi Selatan,MAROS,Bantimurung,Baruga,07-10-2024,00:49 WIB,NASA-NOAA20,Medium,-4,94675,21.5,36.0,28.8,0.0,2.0
Sulawesi Selatan,MAROS,Bantimurung,Baruga,08-08-2024,01:15 WIB,NASA-NOAA20,Medium,-4,9459,23.0,34.2,27.8,0.0,2.0
Sulawesi Selatan,MAROS,Bantimurung,Baruga,10-09-2024,00:56 WIB,NASA-NOAA20,Medium,-4,94475,22.3,34.5,27.4,0.0,2.0
Sulawesi Selatan,MAROS,Bantimurung,Baruga,13-10-2024,00:39 WIB,NASA-NOAA20,Medium,-4,94543,24.2,35.3,29.1,0.0,2.0
Sulawesi Selatan,MAROS,Bantimurung,Baruga,14-08-2024,01:02 WIB,NASA-NOAA20,Medium,-4,94527,22.1,34.5,27.2,0.0,2.0
Sulawesi Selatan,MAROS,Bantimurung,Baruga,15-08-2024,00:43 WIB,NASA-NOAA20,Medium,-4,94579,21.9,34.4,27.1,0.0,2.0
Sulawesi Selatan,MAROS,Bantimurung,Baruga,15-09-2024,01:02 WIB,NASA-NOAA20,Medium,-4,94624,20.9,35.5,27.3,0.0,2.0
Sulawesi Selatan,MAROS,Bantimurung,Baruga,16-09-2024,00:43 WIB,NASA-NOAA20,Medium,-4,94511,21.5,35.0,27.1,0.0,2.0
Sulawesi Selatan,MAROS,Bantimurung,Baruga,18-10-2024,00:43 WIB,NASA-NOAA20,Medium,-4,94613,23.3,34.3,26.7,8888.0,2.0
Sulawesi Selatan,MAROS,Bantimurung,Baruga,18-11-2024,01:02 WIB,NASA-NOAA20,Medium,-4,94273,23.5,32.9,27.7,70.4,1.0
Sulawesi Selatan,MAROS,Bantimurung,Baruga,25-09-2024,01:13 WIB,NASA-NOAA20,Medium,-4,94657,25.1,34.9,29.2,0.0,2.0
Sulawesi Selatan,MAROS,Bantimurung,Mattoanging,09-10-2024,12:50 WIB,NASA-NOAA20,Medium,-4,98483,23.5,34.5,29.8,0.0,2.0
Sulawesi Selatan,MAROS,Bontoa,Botolempangang,23-08-2024,12:31 WIB,NASA-NOAA20,Medium,-4,90624,23.6,33.1,27.8,0.0,2.0
Sulawesi Selatan,MAROS,Camba,Benteng,05-10-2024,12:23 WIB,NASA-NOAA20,Medium,-4,94187,23.7,35.9,29.0,0.0,2.0
Sulawesi Selatan,MAROS,Camba,Kelurahan Mario Pulana,18-09-2024,12:44 WIB,NASA-NOAA20,Medium,-4,906,22.8,34.4,28.3,0.0,2.0
Sulawesi Selatan,MAROS,Camba,Kelurahan Mario Pulana,24-09-2024,12:29 WIB,NASA-NOAA20,Medium,-4,91223,23.9,35.5,29.0,8888.0,2.0
Sulawesi Selatan,MAROS,Cenrana,Laiya,30-09-2024,12:18 WIB,NASA-NOAA20,Medium,-5,6639,24.9,36.5,29.5,0.0,2.0
Sulawesi Selatan,MAROS,Malllawa,Batu Putih,24-10-2024,13:08 WIB,NASA-NOAA20,Medium,-4,8056,24.0,33.4,27.6,0.0,1.0
Sulawesi Selatan,MAROS,Malllawa,Kelurahan Sabila,24-09-2024,12:29 WIB,NASA-NOAA20,Medium,-4,85012,23.9,35.5,29.0,8888.0,2.0
Sulawesi Selatan,MAROS,Mandai,Bonto Mate'ne,05-09-2024,11:49 WIB,NASA-NOAA20,Medium,-5,6962,23.3,35.4,28.7,0.0,2.0
Sulawesi Selatan,MAROS,Marusu,Abulosibatang,14-08-2024,01:02 WIB,NASA-NOAA20,Medium,-5,3715,22.1,34.5,27.2,0.0,2.0
Sulawesi Selatan,MAROS,Marusu,Pa'bentengang,12-10-2024,11:55 WIB,NASA-NOAA20,Medium,-5,453,25.4,35.7,29.8,0.0,2.0
Sulawesi Selatan,MAROS,Marusu,Temmapaduae,05-11-2024,12:44 WIB,NASA-NOAA20,Medium,-5,451,22.8,33.4,27.5,22.8,1.0
Sulawesi Selatan,MAROS,Moncong Loe,Moncongloe,03-11-2024,11:40 WIB,NASA-NOAA20,Medium,-5,15619,24.0,32.9,27.7,8888.0,1.0
Sulawesi Selatan,MAROS,Tanralili,Damai,13-08-2024,12:21 WIB,NASA-NOAA20,Medium,-5,9437,22.6,34.5,27.4,0.0,2.0
Sulawesi Selatan,MAROS,Tanralili,Kurusumange,12-08-2024,12:38 WIB,NASA-NOAA20,Medium,-5,9537,22.1,35.1,28.1,0.0,2.0
Sulawesi Selatan,MAROS,Tanralili,Toddopulia,09-10-2024,12:50 WIB,NASA-NOAA20,Medium,-5,1028,23.5,34.5,29.8,0.0,2.0
Sulawesi Selatan,MAROS,Tompobulu,Bonto Matinggi,02-09-2024,12:44 WIB,NASA-NOAA20,Medium,-5,15901,23.9,35.9,28.7,0.0,3.0
Sulawesi Selatan,MAROS,Tompobulu,Bonto Matinggi,09-10-2024,12:50 WIB,NASA-NOAA20,Medium,-5,13617,23.5,34.5,29.8,0.0,2.0
Sulawesi Selatan,MAROS,Tompobulu,Bonto Matinggi,10-10-2024,12:31 WIB,NASA-NOAA20,Medium,-5,14523,25.3,33.8,29.1,0.0,2.0
Sulawesi Selatan,MAROS,Tompobulu,Toddolimae,30-09-2024,12:18 WIB,NASA-NOAA20,Medium,-5,8555,24.9,36.5,29.5,0.0,2.0
Sulawesi Selatan,MAROS,Tompobulu,Tompobulu,01-10-2024,11:59 WIB,NASA-NOAA20,Medium,-5,12293,23.4,36.1,28.8,0.0,2.0
Sulawesi Selatan,MAROS,Tompobulu,Tompobulu,04-10-2024,12:44 WIB,NASA-NOAA20,Medium,-5,15346,22.9,34.9,28.5,1.2,2.0
Sulawesi Selatan,MAROS,Tompobulu,Tompobulu,05-10-2024,12:23 WIB,NASA-NOAA20,Medium,-5,10884,23.7,35.9,29.0,0.0,2.0
Sulawesi Selatan,MAROS,Tompobulu,Tompobulu,06-10-2024,12:06 WIB,NASA-NOAA20,Medium,-5,11135,22.5,36.1,28.6,0.0,2.0
Sulawesi Selatan,MAROS,Tompobulu,Tompobulu,11-09-2024,00:39 WIB,NASA-NOAA20,Medium,-5,11495,20.4,34.3,26.7,0.0,2.0
Sulawesi Selatan,MAROS,Tompobulu,Tompobulu,13-09-2024,12:38 WIB,NASA-NOAA20,Medium,-5,12271,21.5,35.8,27.2,0.0,2.0
Sulawesi Selatan,MAROS,Tompobulu,Tompobulu,18-09-2024,12:44 WIB,NASA-NOAA20,Medium,-5,1323,22.8,34.4,28.3,0.0,2.0
Sulawesi Selatan,MAROS,Turikale,Kelurahan Bori Bellaya,04-10-2024,12:44 WIB,NASA-NOAA20,Medium,-4,98289,22.9,34.9,28.5,1.2,2.0
Sulawesi Selatan,TANA TORAJA,Masanda,Paliorong,01-10-2024,13:31 WIB,NASA-MODIS,Medium,-2,99763,16.8,30.4,21.4,0.0,3.0
Sulawesi Selatan,TANA TORAJA,Bonggakaradeng,Bau Selatan,04-10-2024,12:44 WIB,NASA-NOAA20,Medium,-3,37856,18.1,27.2,22.5,8888.0,4.0
Sulawesi Selatan,TANA TORAJA,Mappak,Miallo,22-10-2024,12:06 WIB,NASA-NOAA20,Medium,-3,22617,19.4,29.3,23.2,0.0,2.0
Sulawesi Selatan,TANA TORAJA,Mappak,Miallo,29-09-2024,12:38 WIB,NASA-NOAA20,Medium,-3,23231,20.4,29.6,23.6,8888.0,2.0
Sulawesi Selatan,TANA TORAJA,Rantetayo,Kelurahan Padangiring,17-12-2024,23:58 WIB,NASA-NOAA20,Medium,-3,6316,20.3,27.2,24.0,0.0,3.0
Sulawesi Selatan,TANA TORAJA,Simbuang,Kelurahan Sima,28-10-2024,11:53 WIB,NASA-NOAA20,Medium,-3,21054,17.2,29.5,22.8,0.0,3.0
Sulawesi Selatan,TANA TORAJA,Simbuang,Simbuang Batutallu,25-08-2024,11:53 WIB,NASA-NOAA20,Medium,-3,26764,17.4,28.0,21.1,0.0,3.0
Sulawesi Selatan,TANA TORAJA,Simbuang,Simbuang Batutallu,26-10-2024,12:31 WIB,NASA-NOAA20,Medium,-3,20429,19.9,27.8,23.4,0.9,2.0
Sulawesi Tengah,BANGGAI,Bualemo,Nipa Kalemoan,13-10-2024,08:30 WIB,NASA-MODIS,High,0,60436,123.0,22041.0,,,
Sulawesi Tengah,BANGGAI,Moilong,Saluan,09-11-2024,01:02 WIB,NASA-MODIS,High,-1,46724,122.0,38642.0,,,
Sulawesi Tengah,BANGGAI,Batui Selatan,Sinorang,18-12-2024,12:59 WIB,NASA-MODIS,Medium,-1,3623,122.0,39173.0,,,
Sulawesi Tengah,BANGGAI,Bualemo,Binsil Padang,09-11-2024,08:28 WIB,NASA-MODIS,Medium,0,60549,123.0,29222.0,,,
Sulawesi Tengah,BANGGAI,Bualemo,Malik,13-10-2024,08:30 WIB,NASA-MODIS,Medium,0,60566,123.0,22942.0,,,
Sulawesi Tengah,BANGGAI,Bualemo,Mayayap,18-09-2024,13:01 WIB,NASA-MODIS,Medium,0,66563,122.0,92421.0,,,
Sulawesi Tengah,BANGGAI,Lobu,Uha Uhangon,09-11-2024,08:28 WIB,NASA-MODIS,Medium,0,79714,122.0,50547.0,,,
Sulawesi Tengah,BANGGAI,Luwuk Selatan,Bubung,01-11-2024,12:57 WIB,NASA-MODIS,Medium,-1,467,122.0,73516.0,,,
Sulawesi Tengah,BANGGAI,Luwuk Timur,Baya,25-10-2024,13:12 WIB,NASA-MODIS,Medium,0,83309,123.0,3004.0,,,
Sulawesi Tengah,BANGGAI,Moilong,Bumi Harjo,09-11-2024,13:22 WIB,NASA-MODIS,Medium,-1,45105,122.0,37308.0,,,
Sulawesi Tengah,BANGGAI,Moilong,Bumi Harjo,29-11-2024,08:43 WIB,NASA-MODIS,Medium,-1,4532,122.0,38261.0,,,
Sulawesi Tengah,BANGGAI,Moilong,Karang Anyar,30-12-2024,20:18 WIB,NASA-MODIS,Medium,-1,43857,122.0,38182.0,,,
Sulawesi Tengah,BANGGAI,Moilong,Minakarya,09-11-2024,01:02 WIB,NASA-MODIS,Medium,-1,46571,122.0,37637.0,,,
Sulawesi Tengah,BANGGAI,Moilong,Saluan,21-11-2024,13:07 WIB,NASA-MODIS,Medium,-1,45166,122.0,38668.0,,,
Sulawesi Tengah,BANGGAI,Moilong,Sidoharjo,19-11-2024,20:54 WIB,NASA-MODIS,Medium,-1,44772,122.0,3728.0,,,
Sulawesi Tengah,BANGGAI,Moilong,Sidoharjo,21-11-2024,13:07 WIB,NASA-MODIS,Medium,-1,45301,122.0,37733.0,,,
Sulawesi Tengah,BANGGAI,Moilong,Toili,09-11-2024,13:22 WIB,NASA-MODIS,Medium,-1,44957,122.0,38296.0,,,
Sulawesi Tengah,BANGGAI,Nuhon,Obo Balingara,15-08-2024,13:03 WIB,NASA-MODIS,Medium,-1,2379,121.0,91038.0,,,
Sulawesi Tengah,BANGGAI,Nuhon,Obo Balingara,16-09-2024,13:18 WIB,NASA-MODIS,Medium,-1,10698,121.0,93452.0,,,
Sulawesi Tengah,BANGGAI,Toili Barat,Gunung Kramat,09-11-2024,08:28 WIB,NASA-MODIS,Medium,-1,57514,122.0,14285.0,,,
Sulawesi Tengah,BANGGAI,Toili Barat,Gunung Kramat,21-11-2024,13:07 WIB,NASA-MODIS,Medium,-1,58381,122.0,11268.0,,,
Sulawesi Tengah,BANGGAI,Toili Barat,Lembah Kramat,21-11-2024,13:07 WIB,NASA-MODIS,Medium,-1,58519,122.0,1031.0,,,
Sulawesi Tengah,BANGGAI,Toili Barat,Mantawa Bonebae,21-11-2024,13:07 WIB,NASA-MODIS,Medium,-1,55906,122.0,16113.0,,,
Sulawesi Tengah,BANGGAI,Toili Barat,Rata,09-11-2024,13:22 WIB,NASA-MODIS,Medium,-1,55744,122.0,10005.0,,,
Sulawesi Tengah,BANGGAI,Toili Barat,Rata,23-10-2024,08:37 WIB,NASA-MODIS,Medium,-1,5383,122.0,9071.0,,,
Sulawesi Tengah,BANGGAI,Toili Barat,Rata,28-10-2024,08:41 WIB,NASA-MODIS,Medium,-1,55965,122.0,10217.0,,,
Sulawesi Tengah,BANGGAI,Kintom,Dimpalon,24-10-2024,11:29 WIB,NASA-NOAA20,High,-1,11078,122.0,63683.0,,,
Sulawesi Tengah,BANGGAI,Mantoh,Sulubombong,20-10-2024,12:44 WIB,NASA-NOAA20,High,0,99777,123.0,3372.0,,,
Sulawesi Tengah,BANGGAI,Pagimana,Baloa Doda,11-09-2024,11:36 WIB,NASA-NOAA20,High,0,97229,122.0,43016.0,,,
Sulawesi Tengah,BANGGAI,Balantak,Dolom,18-12-2024,12:37 WIB,NASA-NOAA20,Medium,0,87386,123.0,29986.0,,,
Sulawesi Tengah,BANGGAI,Balantak,Talima B,18-12-2024,12:37 WIB,NASA-NOAA20,Medium,0,87772,123.0,30217.0,,,
Sulawesi Tengah,BANGGAI,Balantak,Tanotu,06-10-2024,12:06 WIB,NASA-NOAA20,Medium,0,89293,123.0,35625.0,,,
Sulawesi Tengah,BANGGAI,Balantak Selatan,Tanggawas,08-11-2024,11:48 WIB,NASA-NOAA20,Medium,0,89666,123.0,38152.0,,,
Sulawesi Tengah,BANGGAI,Balantak Selatan,Tintingon,01-11-2024,12:21 WIB,NASA-NOAA20,Medium,0,91235,123.0,31705.0,,,
Sulawesi Tengah,BANGGAI,Balantak Selatan,Tombos,06-10-2024,12:06 WIB,NASA-NOAA20,Medium,0,94574,123.0,38596.0,,,
Sulawesi Tengah,BANGGAI,Balantak Selatan,Tongke,29-10-2024,11:36 WIB,NASA-NOAA20,Medium,0,91741,123.0,36371.0,,,
Sulawesi Tengah,BANGGAI,Balantak Utara,Batu Simpang,21-12-2024,11:42 WIB,NASA-NOAA20,Medium,0,69785,123.0,33264.0,,,
Sulawesi Tengah,BANGGAI,Batui,Nonong,07-09-2024,00:09 WIB,NASA-NOAA20,Medium,-1,32766,122.0,48961.0,,,
Sulawesi Tengah,BANGGAI,Batui,Nonong,07-10-2024,00:47 WIB,NASA-NOAA20,Medium,-1,32809,122.0,4903.0,,,
Sulawesi Tengah,BANGGAI,Batui,Nonong,17-08-2024,12:46 WIB,NASA-NOAA20,Medium,-1,32738,122.0,49165.0,,,
Sulawesi Tengah,BANGGAI,Batui,Tolando,07-11-2024,12:08 WIB,NASA-NOAA20,Medium,-1,20782,122.0,49784.0,,,
Sulawesi Tengah,BANGGAI,Batui,Uso,03-09-2024,23:28 WIB,NASA-NOAA20,Medium,-1,24876,122.0,58828.0,,,
Sulawesi Tengah,BANGGAI,Batui,Uso,03-10-2024,00:22 WIB,NASA-NOAA20,Medium,-1,24773,122.0,59188.0,,,
Sulawesi Tengah,BANGGAI,Batui,Uso,04-09-2024,12:08 WIB,NASA-NOAA20,Medium,-1,24973,122.0,59203.0,,,
Sulawesi Tengah,BANGGAI,Batui,Uso,05-09-2024,00:47 WIB,NASA-NOAA20,Medium,-1,24774,122.0,5918.0,,,
Sulawesi Tengah,BANGGAI,Batui,Uso,06-08-2024,00:11 WIB,NASA-NOAA20,Medium,-1,24802,122.0,59157.0,,,
Sulawesi Tengah,BANGGAI,Batui,Uso,07-10-2024,00:47 WIB,NASA-NOAA20,Medium,-1,24724,122.0,59167.0,,,
Sulawesi Tengah,BANGGAI,Batui,Uso,09-10-2024,23:52 WIB,NASA-NOAA20,Medium,-1,2498,122.0,5899.0,,,
Sulawesi Tengah,BANGGAI,Batui,Uso,10-11-2024,00:11 WIB,NASA-NOAA20,Medium,-1,24719,122.0,58993.0,,,
Sulawesi Tengah,BANGGAI,Batui,Uso,14-10-2024,23:58 WIB,NASA-NOAA20,Medium,-1,24578,122.0,58863.0,,,
Sulawesi Tengah,BANGGAI,Batui,Uso,15-11-2024,23:58 WIB,NASA-NOAA20,Medium,-1,24718,122.0,59124.0,,,
Sulawesi Tengah,BANGGAI,Batui,Uso,16-11-2024,23:39 WIB,NASA-NOAA20,Medium,-1,24545,122.0,59121.0,,,
Sulawesi Tengah,BANGGAI,Batui,Uso,18-10-2024,00:41 WIB,NASA-NOAA20,Medium,-1,24249,122.0,6067.0,,,
