provinsi,kab kota,kecamatan,desa,tanggal,waktu,satelit,confidence,latitude,longitude,tn,tx,tavg,rr,ff_avg
Sulawesi Tenggara,KOLAKA,Polinggona,Pondowae,20-10-2024,13:08 WIB,NASA-MODIS,Medium,-4,46357,25.4,33.6,29.3,0.0,2.0
Gorontalo,GORONTALO,Tibawa,Motilango,14-09-2024,12:21 WIB,NASA-NOAA20,Medium,0,74719,24.3,32.7,27.5,0.0,3.0
Sulawesi Tengah,TOLI TOLI,Baolan,Tuweley,18-08-2024,08:41 WIB,NASA-MODIS,Medium,1,401,24.0,32.6,27.3,5.1,2.0
Sulawesi Tengah,POSO,Lage,Tampemadoro,10-09-2024,11:53 WIB,NASA-NOAA20,Medium,-1,55788,24.4,34.6,29.3,0.0,2.0
Sulawesi Tengah,POSO,Lore Tengah,Katu,16-08-2024,13:03 WIB,NASA-NOAA20,Medium,-1,57428,22.2,33.6,27.2,0.0,2.0
Sulawesi Tenggara,KOLAKA,Pomalaa,Sopura,16-09-2024,00:43 WIB,NASA-NOAA20,Medium,-4,27172,23.4,32.0,27.5,0.0,2.0
Sulawesi Barat,MAMUJU,Kalumpang,Karataun,12-10-2024,11:53 WIB,NASA-NOAA20,Medium,-2,56578,23.6,32.6,27.3,38.1,1.0
Sulawesi Selatan,LUWU UTARA,Masamba,Sepakat,01-11-2024,12:21 WIB,NASA-NOAA20,Medium,-2,45697,25.2,32.8,28.5,0.0,1.0
Sulawesi Tenggara,KOTA BAU BAU,Lea-Lea,Kelurahan Palabusa,01-08-2024,12:44 WIB,NASA-NOAA20,Medium,-5,35095,23.6,32.2,26.8,0.0,2.0
Sulawesi Selatan,MAROS,Marusu,Abulosibatang,14-08-2024,01:02 WIB,NASA-NOAA20,Medium,-5,3715,22.1,34.5,27.2,0.0,2.0
Gorontalo,GORONTALO,Bilato,Bumela,29-10-2024,11:36 WIB,NASA-NOAA20,Medium,0,59082,24.0,34.7,28.6,0.0,2.0
Sulawesi Tengah,TOLI TOLI,Baolan,Baru,25-10-2024,13:12 WIB,NASA-MODIS,Medium,1,4096,24.8,33.7,29.9,0.0,2.0
Sulawesi Tenggara,KOLAKA,Polinggona,Tanggeau,06-10-2024,12:06 WIB,NASA-NOAA20,Medium,-4,47484,24.2,34.2,29.2,0.0,2.0
Gorontalo,GORONTALO,Bilato,Taula'a,11-10-2024,12:14 WIB,NASA-NOAA20,Medium,0,50999,24.2,34.4,28.5,1.5,2.0
Sulawesi Tengah,POSO,Pamona Tenggara,Omporiwo,02-11-2024,08:45 WIB,NASA-MODIS,Medium,-2,7315,22.6,33.2,27.4,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Mappedeceng,Harapan,28-09-2024,12:55 WIB,NASA-NOAA20,Medium,-2,52633,24.6,33.9,28.0,2.6,1.0
Sulawesi Selatan,LUWU UTARA,Rampi,Tedeboe,23-10-2024,13:29 WIB,NASA-MODIS,Medium,-2,11655,24.2,34.0,28.8,0.8,1.0
Sulawesi Tengah,POSO,Lore Piore,Watutau,02-08-2024,12:25 WIB,NASA-NOAA20,Medium,-1,56086,24.0,34.0,27.6,0.0,1.0
Sulawesi Tengah,POSO,Lore Timur,Maholo,10-09-2024,11:53 WIB,NASA-NOAA20,Medium,-1,53683,24.4,34.6,29.3,0.0,2.0
Sulawesi Tenggara,KOLAKA,Polinggona,Tanggeau,09-10-2024,12:50 WIB,NASA-NOAA20,Medium,-4,47491,25.4,32.8,28.5,7.3,2.0
Sulawesi Tengah,POSO,Lage,Rato'ombu,28-10-2024,11:53 WIB,NASA-NOAA20,Medium,-1,50413,23.4,33.2,28.3,0.0,1.0
Sulawesi Tenggara,KOLAKA,Watubangga,Kastura,09-10-2024,12:50 WIB,NASA-NOAA20,Medium,-4,47924,25.4,32.8,28.5,7.3,2.0
Sulawesi Tenggara,KOLAKA,Polinggona,Tanggeau,30-12-2024,12:12 WIB,NASA-NOAA20,Medium,-4,47442,27.6,34.4,30.2,0.0,2.0
Sulawesi Selatan,LUWU UTARA,Seko,Taloto,16-09-2024,13:18 WIB,NASA-MODIS,Medium,-2,23155,23.0,32.8,26.9,0.0,1.0
Sulawesi Tengah,POSO,Lore Utara,Dodolo,31-10-2024,12:38 WIB,NASA-NOAA20,Medium,-1,46649,23.2,33.8,29.0,0.0,1.0
Sulawesi Selatan,MAROS,Bantimurung,Baruga,01-10-2024,01:02 WIB,NASA-NOAA20,Medium,-4,94759,23.4,36.1,28.8,0.0,2.0
Sulawesi Tengah,POSO,Pamona Tenggara,Salindu,11-10-2024,12:14 WIB,NASA-NOAA20,Medium,-2,3303,21.6,32.4,28.2,15.5,1.0
Sulawesi Selatan,LUWU UTARA,Baebunta,Sassa,24-09-2024,12:31 WIB,NASA-NOAA20,Medium,-2,52529,24.9,33.4,28.4,1.3,1.0
Sulawesi Barat,MAMUJU,Tapalang Barat,Pasabu,30-10-2024,12:55 WIB,NASA-NOAA20,Medium,-2,80501,27.5,35.7,30.4,0.0,0.0
Sulawesi Selatan,LUWU UTARA,Sabbang,Malimbu,25-10-2024,12:50 WIB,NASA-NOAA20,Medium,-2,49305,25.0,34.0,28.9,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Limbong,Minanga,13-09-2024,12:38 WIB,NASA-NOAA20,Medium,-2,54431,22.2,32.0,27.3,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Tana Lili,Patila,30-10-2024,00:17 WIB,NASA-NOAA20,Medium,-2,59646,24.6,35.2,29.4,0.0,1.0
Sulawesi Tengah,TOLI TOLI,Ogodeide,Pagaitan,11-10-2024,12:14 WIB,NASA-NOAA20,Medium,0,90509,24.1,32.3,28.2,3.5,2.0
Sulawesi Selatan,LUWU UTARA,Malangke,Benteng,19-09-2024,12:25 WIB,NASA-NOAA20,Medium,-2,76792,24.2,33.6,28.0,2.4,1.0
Sulawesi Tengah,POSO,Lore Tengah,Hangira,06-08-2024,12:53 WIB,NASA-NOAA20,Medium,-1,73116,23.2,32.6,26.7,0.0,1.0
Sulawesi Barat,MAMUJU,Tapalang Barat,Pasabu,07-10-2024,11:49 WIB,NASA-NOAA20,Medium,-2,82785,24.8,28.0,25.6,17.8,1.0
Gorontalo,GORONTALO,Dungaliyo,Momala,12-11-2024,12:14 WIB,NASA-NOAA20,Medium,0,53648,24.4,34.6,28.4,2.5,1.0
Gorontalo,GORONTALO,Tolangohula,Bina Jaya,19-09-2024,12:25 WIB,NASA-NOAA20,Medium,0,765,23.4,35.7,28.8,0.0,1.0
Sulawesi Selatan,MAROS,Simbang,Samangki,12-09-2024,09:04 WIB,NASA-MODIS,Medium,-5,7775,20.8,35.3,26.9,0.0,2.0
Sulawesi Selatan,LUWU UTARA,Rampi,Tedeboe,28-10-2024,11:53 WIB,NASA-NOAA20,Medium,-2,11489,24.0,34.6,29.1,0.0,1.0
Sulawesi Barat,MAMUJU,Tapalang Barat,Lebani,18-12-2024,12:37 WIB,NASA-NOAA20,Medium,-2,74964,24.6,30.0,26.4,2.0,1.0
Sulawesi Tenggara,KOLAKA,Tanggetada,Popalia,19-09-2024,12:23 WIB,NASA-NOAA20,Medium,-4,37639,26.4,35.2,30.2,0.0,3.0
Sulawesi Tenggara,KOTA BAU BAU,Bungi,Kelurahan Waliabuku,31-10-2024,12:38 WIB,NASA-NOAA20,Medium,-5,38335,25.4,36.6,30.4,0.9,2.0
Sulawesi Tenggara,KOLAKA,Polinggona,Plasma Jaya,12-10-2024,11:55 WIB,NASA-NOAA20,Medium,-4,4381,25.8,34.4,29.3,1.7,2.0
Sulawesi Tenggara,KOLAKA,Polinggona,Lamondape,29-08-2024,12:21 WIB,NASA-NOAA20,Medium,-4,43794,24.0,33.0,28.0,0.1,2.0
Sulawesi Utara,KOTA MANADO,Mapanget,Paniki Bawah,13-10-2024,08:28 WIB,NASA-MODIS,Medium,1,53773,23.0,32.4,28.7,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Sabbang Selatan,Buangin,06-10-2024,12:06 WIB,NASA-NOAA20,Medium,-2,70662,24.0,33.8,28.2,0.0,1.0
Sulawesi Selatan,MAROS,Tompobulu,Bonto Manai,06-09-2024,13:08 WIB,NASA-MODIS,Medium,-5,8605,23.3,34.7,28.7,0.0,2.0
Sulawesi Tengah,POSO,Lore Tengah,Lempe,13-09-2024,12:38 WIB,NASA-NOAA20,Medium,-1,73412,27.0,34.0,30.1,0.0,3.0
Sulawesi Selatan,LUWU UTARA,Seko,Hoyane,23-09-2024,13:05 WIB,NASA-MODIS,Medium,-2,29992,25.2,34.8,29.3,0.0,1.0
Sulawesi Utara,KOTA BITUNG,Madidir,Wangurer Barat,09-11-2024,08:28 WIB,NASA-MODIS,Medium,1,45047,22.6,32.8,27.6,21.9,1.0
Sulawesi Tengah,POSO,Lore Timur,Mekarsari,23-10-2024,08:37 WIB,NASA-MODIS,Medium,-1,45203,23.6,33.6,28.8,0.0,1.0
Sulawesi Tenggara,KOLAKA,Tanggetada,Palewai,07-08-2024,12:31 WIB,NASA-NOAA20,Medium,-4,36322,23.3,32.4,27.7,8.1,2.0
Sulawesi Tengah,POSO,Lore Piore,Wanga,15-08-2024,13:03 WIB,NASA-MODIS,Medium,-1,49971,22.8,34.6,27.1,0.0,1.0
Sulawesi Tenggara,KOTA BAU BAU,Betoambari,Kelurahan Labalawa,20-08-2024,11:49 WIB,NASA-NOAA20,Medium,-5,5255,22.0,33.6,26.8,0.0,2.0
Sulawesi Tengah,TOLI TOLI,Ogodeide,Batuilo,19-12-2024,12:20 WIB,NASA-NOAA20,Medium,0,82064,24.2,31.4,27.5,55.8,1.0
Sulawesi Selatan,MAROS,Tompobulu,Tompobulu,13-09-2024,12:38 WIB,NASA-NOAA20,Medium,-5,12271,21.5,35.8,27.2,0.0,2.0
Sulawesi Tengah,POSO,Lore Tengah,Hangira,16-09-2024,13:18 WIB,NASA-MODIS,Medium,-1,67399,23.4,33.6,27.4,0.0,1.0
Sulawesi Tengah,POSO,Pamona Utara,Saojo,14-09-2024,12:21 WIB,NASA-NOAA20,Medium,-1,68987,25.0,35.0,29.6,0.0,2.0
Sulawesi Tengah,POSO,Lore Tengah,Doda,14-09-2024,12:21 WIB,NASA-NOAA20,Medium,-1,74099,25.0,35.0,29.6,0.0,2.0
Sulawesi Tenggara,KOTA BAU BAU,Sorawolio,Kelurahan Gonda Baru,04-10-2024,12:44 WIB,NASA-NOAA20,Medium,-5,43634,23.8,34.0,28.4,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Seko,Hoyane,07-10-2024,11:49 WIB,NASA-NOAA20,Medium,-2,30878,24.1,33.3,28.3,0.0,2.0
Gorontalo,GORONTALO,Tolangohula,Gandaria,05-10-2024,12:25 WIB,NASA-NOAA20,Medium,0,71211,24.4,33.8,28.5,0.4,2.0
Gorontalo,GORONTALO,Bilato,Taula'a,14-08-2024,12:01 WIB,NASA-NOAA20,Medium,0,52428,23.8,33.2,27.6,0.9,2.0
Sulawesi Tenggara,KOLAKA,Toari,Rano Sangia,18-09-2024,12:44 WIB,NASA-NOAA20,Medium,-4,60688,24.6,34.2,29.6,0.0,2.0
Sulawesi Selatan,MAROS,Turikale,Kelurahan Bori Bellaya,04-10-2024,12:44 WIB,NASA-NOAA20,Medium,-4,98289,22.9,34.9,28.5,1.2,2.0
Sulawesi Tengah,TOLI TOLI,Baolan,Tuweley,11-08-2024,08:54 WIB,NASA-MODIS,Medium,1,4314,24.4,32.0,26.7,0.0,2.0
Sulawesi Selatan,LUWU UTARA,Masamba,Sepakat,13-09-2024,12:38 WIB,NASA-NOAA20,Medium,-2,48092,22.2,32.0,27.3,0.0,1.0
Sulawesi Selatan,MAROS,Tompobulu,Tompobulu,04-10-2024,12:44 WIB,NASA-NOAA20,Medium,-5,15346,22.9,34.9,28.5,1.2,2.0
Sulawesi Tenggara,KOLAKA,Toari,Rano Sangia,02-08-2024,12:25 WIB,NASA-NOAA20,Medium,-4,58428,26.3,33.8,27.8,0.0,3.0
Sulawesi Tengah,POSO,Pamona Timur,Masewe,12-10-2024,11:53 WIB,NASA-NOAA20,Medium,-1,97485,20.8,33.0,28.6,11.0,1.0
Sulawesi Selatan,LUWU UTARA,Rampi,Rampi,24-09-2024,12:31 WIB,NASA-NOAA20,Medium,-2,10721,24.9,33.4,28.4,1.3,1.0
Sulawesi Tenggara,KOLAKA,Watubangga,Mataosu,16-09-2024,11:40 WIB,NASA-NOAA20,Medium,-4,51811,23.4,32.0,27.5,0.0,2.0
Sulawesi Tengah,POSO,Pamona Timur,Masewe,07-10-2024,11:46 WIB,NASA-NOAA20,Medium,-1,95794,24.0,38.0,29.0,0.0,2.0
Sulawesi Tenggara,KOTA KENDARI,Abeli,Kelurahan Abeli,26-09-2024,11:55 WIB,NASA-NOAA20,Medium,-3,99446,24.6,32.5,28.3,0.0,1.0
Sulawesi Tengah,TOLI TOLI,Baolan,Baru,09-09-2024,08:41 WIB,NASA-MODIS,Medium,1,3688,24.9,31.7,27.1,0.0,2.0
Sulawesi Tenggara,KOLAKA,Watubangga,Mataosu,02-09-2024,12:44 WIB,NASA-NOAA20,Medium,-4,54973,24.2,33.6,28.3,0.0,2.0
Sulawesi Selatan,MAROS,Camba,Kelurahan Mario Pulana,18-09-2024,12:44 WIB,NASA-NOAA20,Medium,-4,906,22.8,34.4,28.3,0.0,2.0
Sulawesi Tengah,POSO,Lore Utara,Watumaeta,17-08-2024,12:46 WIB,NASA-NOAA20,Medium,-1,37719,24.2,34.0,28.1,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Seko,Padang Raya,19-09-2024,12:25 WIB,NASA-NOAA20,Medium,-2,32413,24.2,33.6,28.0,2.4,1.0
Sulawesi Selatan,MAROS,Bantimurung,Baruga,13-10-2024,00:39 WIB,NASA-NOAA20,Medium,-4,94543,24.2,35.3,29.1,0.0,2.0
Sulawesi Tengah,POSO,Lore Timur,Mekarsari,28-10-2024,08:41 WIB,NASA-MODIS,Medium,-1,45649,23.4,33.2,28.3,0.0,1.0
Sulawesi Tengah,POSO,Lore Timur,Kalemago,16-09-2024,13:18 WIB,NASA-MODIS,Medium,-1,51393,23.4,33.6,27.4,0.0,1.0
Sulawesi Utara,KOTA MANADO,Mapanget,Buha,13-10-2024,08:28 WIB,NASA-MODIS,Medium,1,53919,23.0,32.4,28.7,0.0,1.0
Gorontalo,GORONTALO,Asparaga,Karya Indah,01-08-2024,12:46 WIB,NASA-NOAA20,Medium,0,77907,23.9,32.8,28.3,0.0,3.0
Sulawesi Tengah,POSO,Pamona Tenggara,Tokilo,28-10-2024,08:41 WIB,NASA-MODIS,Medium,-2,1928,23.4,33.2,28.3,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Rampi,Leboni,19-09-2024,12:25 WIB,NASA-NOAA20,Medium,-2,21997,24.2,33.6,28.0,2.4,1.0
Sulawesi Tengah,POSO,Lore Tengah,Katu,28-10-2024,11:53 WIB,NASA-NOAA20,Medium,-1,57965,23.4,33.2,28.3,0.0,1.0
Sulawesi Tengah,POSO,Lore Timur,Maholo,03-08-2024,12:08 WIB,NASA-NOAA20,Medium,-1,50755,23.4,33.0,27.7,28.0,1.0
Gorontalo,GORONTALO,Limboto Barat,Daenaa,15-09-2024,12:01 WIB,NASA-NOAA20,Medium,0,68804,22.2,33.3,27.3,0.0,2.0
Sulawesi Selatan,LUWU UTARA,Rampi,Tedeboe,11-10-2024,12:14 WIB,NASA-NOAA20,Medium,-2,12474,24.6,33.8,28.1,5.3,1.0
Sulawesi Tenggara,KOLAKA,Polinggona,Tanggeau,04-08-2024,11:46 WIB,NASA-NOAA20,Medium,-4,46021,23.4,33.8,28.0,0.0,2.0
Sulawesi Tengah,POSO,Lore Tengah,Hangira,24-08-2024,12:14 WIB,NASA-NOAA20,Medium,-1,681,24.6,33.6,29.7,9.6,1.0
Sulawesi Tenggara,KOTA BAU BAU,Sorawolio,Kelurahan Kaisabu Baru,04-10-2024,12:44 WIB,NASA-NOAA20,Medium,-5,4615,23.8,34.0,28.4,0.0,1.0
Sulawesi Tengah,POSO,Pamona Tenggara,Salindu,04-09-2024,12:08 WIB,NASA-NOAA20,Medium,-2,822,24.0,32.2,27.6,0.0,1.0
Sulawesi Tenggara,KOLAKA,Tanggetada,Kelurahan Anaiwoi,16-09-2024,11:40 WIB,NASA-NOAA20,Medium,-4,37635,23.4,32.0,27.5,0.0,2.0
Sulawesi Tenggara,KOLAKA,Toari,Rano Sangia,05-09-2024,11:49 WIB,NASA-NOAA20,Medium,-4,55245,24.6,33.2,28.4,2.0,2.0
Sulawesi Selatan,LUWU UTARA,Seko,Embonatana,05-10-2024,12:25 WIB,NASA-NOAA20,Medium,-2,3498,24.3,34.0,28.8,0.0,1.0
Sulawesi Selatan,KOTA MAKASSAR,Tamalanrea,Kelurahan Kapasa Raya,01-10-2024,11:59 WIB,NASA-NOAA20,Medium,-5,10117,26.1,32.5,28.8,0.0,2.0
Sulawesi Tenggara,KOLAKA,Polinggona,Plasma Jaya,21-09-2024,11:46 WIB,NASA-NOAA20,Medium,-4,4089,27.2,35.8,29.4,0.0,2.0
Gorontalo,GORONTALO,Pulubala,Ayumolingo,24-10-2024,11:29 WIB,NASA-NOAA20,Medium,0,68385,24.3,34.1,28.5,0.0,2.0
Sulawesi Selatan,LUWU UTARA,Seko,Beroppa,12-09-2024,09:04 WIB,NASA-MODIS,Medium,-2,42653,22.0,32.8,27.2,0.0,1.0
Sulawesi Tenggara,KOLAKA,Pomalaa,Kelurahan Kumoro,02-09-2024,00:07 WIB,NASA-NOAA20,Medium,-4,18676,24.2,33.6,28.3,0.0,2.0
Sulawesi Selatan,LUWU UTARA,Masamba,Lantang Tallang,24-10-2024,13:10 WIB,NASA-NOAA20,Medium,-2,45172,24.0,34.4,28.8,0.0,1.0
Sulawesi Tenggara,KOTA BAU BAU,Sorawolio,Kelurahan Kaisabu Baru,27-10-2024,12:12 WIB,NASA-NOAA20,Medium,-5,45026,24.0,34.0,29.6,0.0,2.0
Sulawesi Tengah,POSO,Pamona Puselemba,Pamona,19-12-2024,12:18 WIB,NASA-NOAA20,Medium,-1,6583,22.4,32.8,28.0,0.0,1.0
Sulawesi Selatan,LUWU UTARA,Seko,Malimongan,13-09-2024,12:38 WIB,NASA-NOAA20,Medium,-2,41721,22.2,32.0,27.3,0.0,1.0
Sulawesi Selatan,MAROS,Tompobulu,Tompobulu,18-09-2024,12:44 WIB,NASA-NOAA20,Medium,-5,1323,22.8,34.4,28.3,0.0,2.0
Sulawesi Tengah,TOLI TOLI,Baolan,Tuweley,12-11-2024,08:49 WIB,NASA-MODIS,Medium,1,404,24.0,32.2,27.7,0.0,2.0
Sulawesi Barat,MAJENE,Ulumanda,Popenga,25-10-2024,12:50 WIB,NASA-NOAA20,Medium,-3,113,25.8,32.8,29.2,0.0,1.0
Sulawesi Tenggara,KOTA KENDARI,Kambu,Kelurahan Mokoau,30-10-2024,00:17 WIB,NASA-NOAA20,Medium,-4,6246,25.0,33.4,28.9,0.0,1.0
Sulawesi Barat,MAMUJU,Simboro dan Kepulauan,Kelurahan Rangas,25-10-2024,12:50 WIB,NASA-NOAA20,Medium,-2,69647,26.2,35.4,29.9,0.0,1.0
Sulawesi Tengah,TOLI TOLI,Lampasio,Janja,13-09-2024,12:57 WIB,NASA-MODIS,Medium,0,86905,23.2,33.4,28.2,0.0,2.0
Sulawesi Selatan,LUWU UTARA,Seko,Embonatana,23-10-2024,13:29 WIB,NASA-MODIS,Medium,-2,34396,24.2,34.0,28.8,0.8,1.0
Sulawesi Tengah,POSO,Lore Timur,Winowanga,12-09-2024,12:57 WIB,NASA-NOAA20,Medium,-1,45507,25.6,34.6,29.6,0.0,3.0
Sulawesi Selatan,TANA TORAJA,Masanda,Paliorong,01-10-2024,13:31 WIB,NASA-MODIS,Medium,-2,99763,16.8,30.4,21.4,0.0,3.0
Sulawesi Barat,MAMUJU,Tommo,Leling Barat,18-12-2024,12:37 WIB,NASA-NOAA20,Medium,-2,23815,24.6,30.0,26.4,2.0,1.0
Sulawesi Selatan,MAROS,Bantimurung,Baruga,18-11-2024,01:02 WIB,NASA-NOAA20,Medium,-4,94273,23.5,32.9,27.7,70.4,1.0
Gorontalo,GORONTALO,Bilato,Taula'a,14-09-2024,12:21 WIB,NASA-NOAA20,Medium,0,51776,24.3,32.7,27.5,0.0,3.0
Gorontalo,GORONTALO,Tibawa,Isimu Utara,06-09-2024,11:29 WIB,NASA-NOAA20,Medium,0,70921,24.6,33.8,28.9,0.0,3.0
Gorontalo,GORONTALO,Pulubala,Ayumolingo,05-10-2024,12:25 WIB,NASA-NOAA20,Medium,0,68489,24.4,33.8,28.5,0.4,2.0
Sulawesi Selatan,MAROS,Marusu,Temmapaduae,05-11-2024,12:44 WIB,NASA-NOAA20,Medium,-5,451,22.8,33.4,27.5,22.8,1.0
